Wavelength,Avg-1,Avg-2,Avg-3,Avg-4,Avg-5,Avg-6,Avg-6-2,Avg-7,Avg-8,Avg-9,Avg-10,Avg-10-2,Avg-11,Avg-11-2,Avg-12,Avg-13,Avg-14,Avg-15,Avg-16,Avg-17,Avg-18,Avg-19,Avg-20,Avg-21,Avg-22,Avg-23,Avg-24,Avg-25,Avg-26,Avg-27,Avg-28,Avg-29,Avg-30,Avg-31,Avg-32,Avg-33,Avg-34,Avg-35,Avg-36,Avg-37,Avg-38,Avg-39,Avg-40,Avg-41,Avg-42,Avg-43,Avg-44,Avg-45,Avg-46,Avg-47,Avg-48,Avg-49,Avg-50,Avg-51,Avg-52,Avg-53,Avg-54,Avg-55,Avg-56,Avg-57,Avg-58,Avg-59,Avg-60,Avg-61,Avg-62,Avg-63,Avg-64,Avg-65
350,0.467378169298172,0.467432826757431,0.35035436352094,0.216285998622576,0.226906726757685,0.324862152338028,0.486006458600362,0.327297101418177,0.324237565199534,0.320996830860774,-0.02244608104229,0.20170134305954,0.778081794579824,0.684974273045857,0.424237618843714,0.315524528423945,0.265594025452932,0.25431423385938,0.963654299577077,0.416849593321482,0.383471538623174,0.283401121695836,0.217296659946442,0.858708798885346,0.495288074016571,0.427212178707123,0.285223106543223,0.198345929384232,0.772234539190928,0.481018791596095,0.336826731761297,0.229782715439796,0.153130163749059,0.793406705061595,0.370910237232844,0.454341858625412,0.203869531551997,0.121046555538972,1.0226237376531,0.439994017283121,0.425459365049998,0.32139586408933,0.1285144140323,0.794126093387604,0.426242063442866,0.486221541961034,0.352882424990336,0.083182399471601,0.784214079380035,0.428689589103063,0.461014628410339,0.243160963058472,0.102127656340599,0.78967003027598,0.56075237194697,0.42823784550031,0.232253884275754,0.174941644072533,0.784799734751383,0.510906865199407,0.410878698031108,0.289054224888484,0.140050947666168,0.740923921267192,0.455622176329295,0.437566767136256,0.268281549215317,0.172765051325162
351,0.44910325606664,0.472113778193792,0.349624226490656,0.190018047889074,0.174558018644651,0.297178576389949,0.454822838306427,0.332490762074789,0.309075375398,0.306778500477473,0.236084625124931,0.172960862517357,0.763821959495545,0.688093185424805,0.453798284133276,0.373570422331492,0.287143071492513,0.252122342586517,0.954566657543182,0.394009242455165,0.428687085707983,0.298564165830612,0.198622037967046,0.854472915331523,0.478296726942062,0.411048044761022,0.270519624153773,0.197778090834617,0.772622585296631,0.452372699975967,0.306537061929703,0.218212564786275,0.169854238629341,0.824944853782654,0.337859163681666,0.449913114309311,0.185266902049382,0.088361481825511,0.996662239233652,0.431089013814926,0.403211404879888,0.283433268467586,0.104270045955976,0.80491820971171,0.439391295115153,0.459868937730789,0.352831403414409,0.180957759420077,0.816399276256561,0.417574296394984,0.463664561510086,0.251897364854813,0.213046963016192,0.786013801892598,0.550161520640055,0.407479733228684,0.206368441383044,0.139997685949008,0.768478294213613,0.476904183626175,0.388676832119624,0.280628005663554,0.10732360680898,0.717719117800395,0.411508351564407,0.450075546900431,0.303346981604894,0.181133513649305
352,0.455458809932073,0.490104993184408,0.353190342585246,0.193148975570997,0.178284645080566,0.3127887348334,0.436953047911326,0.353102634350459,0.30431917309761,0.309100439151128,0.328539073467255,0.15940002600352,0.767262021700541,0.677552362283071,0.453121215105057,0.409670333067576,0.281834989786148,0.200851812958717,0.943752447764079,0.398532390594483,0.450630873441696,0.27219965060552,0.20395682255427,0.857469777266185,0.472342312335968,0.414958467086156,0.252976641058922,0.212302188078562,0.760655323664347,0.428613871335983,0.337185343106588,0.21062562863032,0.188205555081368,0.844788312911987,0.319191088279088,0.448964575926463,0.181805670261383,0.09456617385149,0.997231006622314,0.433724006017049,0.382845421632131,0.264086872339249,0.132459183533986,0.809321741263072,0.454269160827001,0.436013132333756,0.322138627370199,0.205605084697405,0.832057098547618,0.449803938468297,0.441685914993286,0.239722659190496,0.233294655879339,0.795950810114543,0.543729543685913,0.385406166315079,0.212377399206161,0.159457966685295,0.748466630776723,0.457907487948735,0.381773402293523,0.257486959298452,0.118441517154376,0.719032843907674,0.39955993493398,0.464463939269384,0.331642041603724,0.18587884803613
353,0.461440493663152,0.498431205749512,0.343946685393651,0.222476119796435,0.222962260246277,0.34267125527064,0.443844139575958,0.364572952191035,0.314364204804103,0.32466983795166,0.275600358843803,0.197472815712293,0.784027099609375,0.670744140942892,0.41891132791837,0.41521288951238,0.247147634625435,0.2032577196757,0.934883058071136,0.42436225215594,0.448532630999883,0.242582733432452,0.244515120983124,0.863082190354665,0.483407805363337,0.430788139502207,0.257957582672437,0.216954052448273,0.757883568604787,0.445304105679194,0.395916819572449,0.22562467555205,0.173873325188955,0.832061072190603,0.350971400737762,0.447511106729508,0.21040178835392,0.144175847371419,1.01453574498494,0.450907011826833,0.393491923809052,0.273567189772924,0.200491279363632,0.792649070421855,0.453323076168696,0.434168090422948,0.287317047516505,0.178362528483073,0.81474361817042,0.480105598767598,0.413572212060293,0.204480722546578,0.189805895090103,0.811025162537893,0.55231370528539,0.391812473535538,0.232739220062891,0.213284497459729,0.764247675736745,0.459664056698482,0.398481627305349,0.256920163830121,0.166421795884768,0.738037765026093,0.415442983309428,0.455707838137945,0.328241507212321,0.181415910522143
354,0.44029575586319,0.467787981033325,0.327762305736542,0.22408943871657,0.193742364645004,0.323279698689779,0.460466543833415,0.370320498943329,0.295810639858246,0.302030891180038,0.333981901407242,0.202911093831062,0.783443192640941,0.67413330078125,0.429047365983327,0.40049210190773,0.254416987299919,0.335163235664368,0.950689991315206,0.41903363664945,0.434268355369568,0.231934820612272,0.235831961035728,0.858813544114431,0.482567220926285,0.394554952780406,0.264023765921593,0.181277622779211,0.78499847650528,0.455289920171102,0.380184253056844,0.262696166833242,0.125511345764001,0.774969299634298,0.362517605225245,0.418103019396464,0.245654980341593,0.197481259703636,1.01768509546916,0.461302081743876,0.413528621196747,0.22922716041406,0.239317640662193,0.800359586874644,0.44335017601649,0.412673632303874,0.315780113140742,0.16033015648524,0.765245079994202,0.45335320631663,0.410427759091059,0.212545449535052,0.177331308523814,0.827228009700775,0.587152779102326,0.418017198642095,0.228457376360893,0.200935607155164,0.796832958857218,0.485220124324163,0.352835327386856,0.255909517407417,0.173753773172697,0.743894000848134,0.416470299164454,0.413462926944097,0.300890525182088,0.182662437359492
355,0.453287015358607,0.458414326111476,0.32222130894661,0.234887167811394,0.176813741525014,0.333172927300135,0.481433967749278,0.379120916128159,0.308321177959442,0.319570402304332,0.283267199993133,0.145744149883588,0.776251892248789,0.698032299677531,0.434281388918559,0.381369392077128,0.2555849502484,0.339610040187836,0.970205167929332,0.421757847070694,0.416494717200597,0.247878988583883,0.1824661642313,0.860015511512756,0.485706388950348,0.416114876667658,0.2591409633557,0.230202759305636,0.76557332277298,0.408977826436361,0.372231642405192,0.249983246127764,0.180836791793505,0.80407464504242,0.27557560801506,0.437801231940587,0.241159752011299,0.162599335114161,1.03012176354726,0.457286109526952,0.407826006412506,0.288528233766556,0.183305144309998,0.797128478686015,0.437218219041824,0.451414952675501,0.330314844846725,0.141034513711929,0.768037060896556,0.443994621435801,0.412541339794795,0.231197610497475,0.166670868794124,0.829681674639384,0.57002979516983,0.421760410070419,0.236912757158279,0.191956683993339,0.762247343858083,0.462492277224858,0.378007928530375,0.268973002831141,0.162360340356827,0.733870665232341,0.383960624535878,0.423687765995661,0.28634778658549,0.153308232625326
356,0.472651064395905,0.454936931530635,0.320072034994761,0.235153093934059,0.208938573797544,0.344235638777415,0.471172044674555,0.391589641571045,0.301589051882426,0.318493833144506,0.193988651037216,0.114795535802841,0.771572589874268,0.691229104995727,0.422108203172684,0.386077870925268,0.246828983227412,0.251036569476128,0.97048815091451,0.441538393497467,0.419921825329462,0.27246610323588,0.145238876342774,0.848694582780202,0.491631696621577,0.421748608350754,0.265618135531743,0.238122845689456,0.749018291632335,0.375359088182449,0.356670955816905,0.245775689681371,0.198253870010376,0.846792459487915,0.230495323737462,0.445370485385259,0.238292430837949,0.133667441705862,1.03617119789123,0.444954176743825,0.415443897247314,0.309420237938563,0.145010977983475,0.792856375376384,0.427026073137919,0.452661544084549,0.302192876736323,0.133236932257811,0.787657717863719,0.441273818413417,0.403542061646779,0.233660072088242,0.159748181700707,0.815256198247274,0.546274443467458,0.425772309303284,0.238958204785983,0.197881475090981,0.736474275588989,0.461542367935181,0.408765763044357,0.287552883227666,0.159906804561615,0.723984440167745,0.384992251793543,0.443090230226517,0.279068241516749,0.142320265372594
357,0.480824689070384,0.447663416465123,0.318898439407349,0.223144074281057,0.257299870252609,0.341550310452779,0.431218107541402,0.403485894203186,0.261196464300155,0.274901250998179,0.203520546356837,0.158251394828161,0.773106217384338,0.647607684135437,0.404867460330327,0.405004978179932,0.238391255338986,0.148308920363585,0.957584222157796,0.464905550082525,0.437912394603094,0.282859454552333,0.16469160715739,0.82969872156779,0.495374888181686,0.382905642191569,0.28470762570699,0.165181492765744,0.766010145346323,0.40617831548055,0.328359415133794,0.271607016523679,0.129471560319265,0.851049284140269,0.299838393926621,0.416047364473343,0.25209541618824,0.16433522105217,1.03347297509511,0.435206154982249,0.440780282020569,0.242484544714292,0.187156995137532,0.796964387098948,0.41532431046168,0.395459244648616,0.248275513450305,0.139791831374169,0.800080974896749,0.433121472597122,0.384115626414617,0.221625258525212,0.159214486678441,0.795525868733724,0.553207695484161,0.43794787923495,0.229217807451884,0.208511834343275,0.763996342817942,0.502096285422643,0.406026244163513,0.305278788010279,0.17084830502669,0.726272463798523,0.432887315750122,0.438835322856903,0.274148364861806,0.167560567458471
358,0.495839794476827,0.465642968813578,0.336685846249262,0.244035854935646,0.206851000587146,0.35815437634786,0.436150560776393,0.396444956461589,0.287213693062464,0.281762152910233,0.34234020113945,0.166026795903841,0.780743817488352,0.659977575143178,0.43412713209788,0.353081852197647,0.255761444568634,0.171812206506729,0.974135835965474,0.448274463415146,0.401329606771469,0.26216392715772,0.183166712522507,0.855991899967194,0.489117989937464,0.400843650102615,0.273570934931437,0.194582099715869,0.757661541302999,0.461685170729955,0.340539763371149,0.248825008670489,0.164600044488907,0.842980802059173,0.326208899418513,0.422149101893107,0.225587109724681,0.138530773421128,1.04747577508291,0.44401545325915,0.405308047930399,0.266212314367294,0.176818499962489,0.805855472882589,0.431961625814438,0.448097040255865,0.27022777001063,0.143434996406237,0.835746308167776,0.437277952829997,0.387930939594904,0.244482899705569,0.162487442294757,0.805925607681274,0.568961520989736,0.421780208746592,0.242614279190699,0.188983802994092,0.75551571448644,0.481050451596578,0.425203263759613,0.327880809704463,0.15431089202563,0.728468775749207,0.430188059806824,0.443836321433385,0.29205118616422,0.151521593332291
359,0.470527211825053,0.4592238565286,0.331480195124944,0.245134696364403,0.202229931950569,0.349595735470454,0.46986202398936,0.386947005987168,0.27219569683075,0.266311049461365,0.361054728428523,0.155836865305901,0.777238309383393,0.680388530095418,0.43379674355189,0.363532493511836,0.256262540817261,0.23582269748052,0.971544583638509,0.447068085273107,0.401491075754166,0.250924443205198,0.170531357328097,0.867053647836049,0.499178518851598,0.413262526194254,0.252767518162728,0.1854424426953,0.769753853480021,0.446173797051112,0.354738175868988,0.245392054319382,0.165493056178093,0.84043554464976,0.295112282037735,0.44010849793752,0.220649182796478,0.151820808649063,1.04681122303009,0.452194521824519,0.403344710667928,0.278000344832738,0.185218920310339,0.816684345404307,0.441471725702286,0.456846167643865,0.289799809455872,0.136462673544884,0.819280087947845,0.426112423340479,0.393211593230565,0.25598939259847,0.154447784026464,0.81619918346405,0.567936937014262,0.419317305088043,0.252034395933151,0.189343015352885,0.764314870039622,0.462641755739848,0.432755400737127,0.338852951924006,0.159937938054403,0.729928990205129,0.402646750211716,0.4160548945268,0.262342184782028,0.177453398704529
